267.350230414747	137.164233576642
191.460829493088	178.682481751825
273.949308755760	204.054744525547
303.645161290323	264.025547445255
242.603686635945	264.025547445255
189.811059907834	252.492700729927
127.119815668203	240.959854014598
89.1751152073733	312.463503649635
158.465437788018	328.609489051095
224.456221198157	330.916058394161
293.746543778802	335.529197080292
287.147465437788	409.339416058394
212.907834101383	407.032846715328
146.917050691244	409.339416058394
75.9769585253456	407.032846715328
90.8248847926267	503.908759124088
160.115207373272	487.762773722628
226.105990783410	485.456204379562
292.096774193548	483.149635036496
305.294930875576	552.346715328467
244.253456221198	554.653284671533
189.811059907834	566.186131386861
128.769585253456	577.718978102190
75.9769585253456	621.543795620438
194.760368663594	639.996350364963
273.949308755760	616.930656934307
270.649769585253	679.208029197080
358.087557603687	759.937956204380
356.437788018433	695.354014598540
356.437788018433	623.850364963504
356.437788018433	550.040145985401
358.087557603687	480.843065693431
356.437788018433	123.324817518248
443.875576036866	139.470802919708
523.064516129032	178.682481751825
440.576036866359	204.054744525547
358.087557603687	192.521897810219
358.087557603687	268.638686131387
415.829493087558	266.332116788321
471.921658986175	259.412408759124
529.663594470046	254.799270072993
589.055299539170	240.959854014598
627.000000000000	317.076642335766
557.709677419355	326.302919708029
490.069124423963	335.529197080292
425.728110599078	337.835766423358
358.087557603687	340.142335766423
358.087557603687	413.952554744525
425.728110599078	413.952554744525
499.967741935484	411.645985401460
574.207373271889	411.645985401460
640.198156682028	407.032846715328
561.009216589862	494.682481751825
493.368663594470	483.149635036496
422.428571428571	483.149635036496
412.529953917051	550.040145985401
471.921658986175	559.266423357664
529.663594470046	563.879562043796
587.405529953917	573.105839416058
640.198156682028	619.237226277372
523.064516129032	639.996350364963
442.225806451613	616.930656934307
445.525345622120	679.208029197080
356.437788018433	35.6751824817518
